"occurrenceID"	"identificationID"	"identifiedBy"	"dateIdentified"	"kingdom"	"biotypeStatus"	"identificationRemarks"	"lifeZoneID"	"lifeZone"	"ecoOrderID"	"ecoOrder"	"ecoFamilyID"	"ecoFamily"	"ecoGenusID"	"ecoGenus"	"ecoSpeciesID"	"ecoSpecies"	"ecoSpeciesTranslated"	"ecoSpeciesEN"	"ecoSpeciesFR"	"ecoSpeciesENFR"	"identificationReference"	"identificationReferencePage"	"identificationReferenceID"	"linktmp"	"checkLink"	"synof_ecoSpeciesID"	"synof_ecoSpecies"	"synof_ecoSpeciesBiotype"	"nomenclaturalStatus"
"BS61-20191003-0945-34b"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11060"	"Bare rock"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"	"Ultramafic rock"	"20200506124030"	"Affleurement rocheux de quartzite de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"West African Rocky outcrop of quartzite of the Montane tropical rainforest zone (EN)"	"West African Rocky outcrop of quartzite of the Montane tropical rainforest zone (EN)"	"Affleurement rocheux de quartzite de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"West African Rocky outcrop of quartzite of the Montane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"60"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191003-0945-34b2019-12-31"	1	"20200506124030"	"Affleurement rocheux de quartzite de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"BS61-20191003-0945-34b"	"aa-Accepted name"
"Schnell-19520101-1046-384"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11060"	"Bare rock"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"	"Ultramafic rock"	"20200506131723"	"Groupement hélio-hygrophile à Panicum pusillum (FR)"		""	"Groupement hélio-hygrophile à Panicum pusillum (FR)"	"Groupement hélio-hygrophile à Panicum pusillum (FR)"	"Schnell (1952)"	"384"	"www.jstor.org/stable/20034533"	"Schnell-19520101-1046-3841952-01-01"	1	"20200506124030"	"Affleurement rocheux de quartzite de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"BS61-20191003-0945-34b"	"bb-Heterotypic names"
"Schnell-19520101-0445-383"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11060"	"Bare rock"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"	"Ultramafic rock"	"20200506130741"	"Groupements lichéniques (FR)"		""	"Groupements lichéniques (FR)"	"Groupements lichéniques (FR)"	"Schnell (1952)"	"383"	"www.jstor.org/stable/20034533"	"Schnell-19520101-0445-3831952-01-01"	1	"20200506124030"	"Affleurement rocheux de quartzite de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"BS61-20191003-0945-34b"	"bb-Heterotypic names"
"Golder-20130101-1606-17"	20200506	"Golder"	2013-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11060"	"Bare rock"	"092d38f0-0be7-4640-91bc-627d1aa4fb24"	"Ultramafic rock"	"20200506131903"	"Rock outcrop (EN)"	"Affleurement rocheux (FR)"	"Rock outcrop (EN)"	"Affleurement rocheux (FR)"	"Rock outcrop (EN)"	"Golder (2013)"	"17"		"Golder-20130101-1606-172013-01-01"	1	"20200506124030"	"Affleurement rocheux de quartzite de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"BS61-20191003-0945-34b"	"bb-Heterotypic names"
"20200811145852"	20200811	"Senterre, Bruno"	2020-08-11T00:00:00Z	"Plantae"	"holobiotype"		"20200804085240"	"Tropical lowland superhumid"	"40"	"Coastal backshore extratidal wetland"	"4010"	"Coastal backshore hyperhaline dwarf mangrove"	"20190814-1651"	"Coastal backshore hyperhaline dwarf mangrove forest"	"20200811143726"	"Atlantic Coastal backshore hyperhaline dwarf mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Mangrove naine d'arrière-côte hyper-saline atlantique de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Atlantic Coastal backshore hyperhaline dwarf mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Mangrove naine d'arrière-côte hyper-saline atlantique de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Atlantic Coastal backshore hyperhaline dwarf mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Senterre (2020)"	"20"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"202008111458522020-08-11"	1	"20200811143726"	"Atlantic Coastal backshore hyperhaline dwarf mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200811145852"	"aa-Accepted name"
"20200807164404"	20200807	"Senterre, Bruno"	2020-08-07T00:00:00Z	"Plantae"	"holobiotype"		"20200804085240"	"Tropical lowland superhumid"	"50"	"Coastal backshore tidal estuarine wetland"	"5050"	"Coastal backshore tidal estuarine mangrove"	"ce487fed-fcf6-48f6-86f8-9f6ee293d17b"	"Coastal backshore tidal estuarine backshore/sheltered mangrove forest"	"20200807163951"	"Atlantic Coastal backshore tidal estuarine backshore/sheltered mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Mangrove d'arrière-côte abritée, atlantique, de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Atlantic Coastal backshore tidal estuarine backshore/sheltered mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Mangrove d'arrière-côte abritée, atlantique, de la zone des Forêts tropicales superhumides sempervirentes de plaine (FR)"	"Atlantic Coastal backshore tidal estuarine backshore/sheltered mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"Senterre (2020)"	"22"	"https://doi.org/10.13140/RG.2.2.17934.89924"	"202008071644042020-08-07"	1	"20200807163951"	"Atlantic Coastal backshore tidal estuarine backshore/sheltered mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200807164404"	"aa-Accepted name"
"20200807164933"	20200807	"Voorhoeve, Alexander George"	1965-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200804085240"	"Tropical lowland superhumid"	"50"	"Coastal backshore tidal estuarine wetland"	"5050"	"Coastal backshore tidal estuarine mangrove"	"ce487fed-fcf6-48f6-86f8-9f6ee293d17b"	"Coastal backshore tidal estuarine backshore/sheltered mangrove forest"	"20200807164046"	"Mangrove Forest (EN)"		"Mangrove Forest (EN)"	""	"Mangrove Forest (EN)"	"Voorhoeve (1965)"	"21"	"https://doi.org/10.2307/1217558"	"202008071649331965-01-01"	1	"20200807163951"	"Atlantic Coastal backshore tidal estuarine backshore/sheltered mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200807164404"	"bb-Heterotypic names"
"20200820100727"	20200820	"Abell, Robin"	2008-05-01T00:00:00Z	"Plantae"	"holobiotype"		"20200804085240"	"Tropical lowland superhumid"	"50"	"Coastal backshore tidal estuarine wetland"	"5050"	"Coastal backshore tidal estuarine mangrove"	"ce487fed-fcf6-48f6-86f8-9f6ee293d17b"	"Coastal backshore tidal estuarine backshore/sheltered mangrove forest"	"20200820101059"	"Southern Upper Guinea Mangrove Forests (EN)"		"Southern Upper Guinea Mangrove Forests (EN)"	""	"Southern Upper Guinea Mangrove Forests (EN)"	"Abell (2008)"	"512"	"https://doi.org/10.1641/B580507"	"202008201007272008-05-01"	1	"20200807163951"	"Atlantic Coastal backshore tidal estuarine backshore/sheltered mangrove forest of the Tropical lowland superhumid evergreen rainforest zone (EN)"	"20200807164404"	"bb-Heterotypic names"
"BS61-20191003-0946-34c"	20200506	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11060"	"Bare rock"	"d87471a1-13e8-4aa4-bfa6-7f87979c1e6d"	"Ironstone rock"	"20200506132102"	"Falaise rocheuse en corniche de cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"West African Rocky cliff on ironstone shield edge of the Montane tropical rainforest zone (EN)"	"West African Rocky cliff on ironstone shield edge of the Montane tropical rainforest zone (EN)"	"Falaise rocheuse en corniche de cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"West African Rocky cliff on ironstone shield edge of the Montane tropical rainforest zone (EN)"	"Senterre et al. (2019)"	"60"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191003-0946-34c2019-12-31"	1	"20200506132102"	"Falaise rocheuse en corniche de cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"BS61-20191003-0946-34c"	"aa-Accepted name"
"Schnell-19520101-1706-383"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11060"	"Bare rock"	"d87471a1-13e8-4aa4-bfa6-7f87979c1e6d"	"Ironstone rock"	"20200506132258"	"Groupement méso-héliophile à Lonchitis reducta et Oleandra articulata (FR)"		""	"Groupement méso-héliophile à Lonchitis reducta et Oleandra articulata (FR)"	"Groupement méso-héliophile à Lonchitis reducta et Oleandra articulata (FR)"	"Schnell (1952)"	"383"	"www.jstor.org/stable/20034533"	"Schnell-19520101-1706-3831952-01-01"	1	"20200506132102"	"Falaise rocheuse en corniche de cuirasse ferrugineuse de la zone des Forêts tropicales montagnardes d'Afrique de l'ouest (FR)"	"BS61-20191003-0946-34c"	"bb-Heterotypic names"
"BS61-20191004-1426-44"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505133130"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Ravine forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Ravine forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Ravine forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"44"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191004-1426-442019-12-31"	1	"20200505133130"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1426-44"	"aa-Accepted name"
"Schnell-19520101-1022-371"	20200505	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505133514"	"Forêt mésophile vallicole à Chidlovia sanguinea (FR)"		""	"Forêt mésophile vallicole à Chidlovia sanguinea (FR)"	"Forêt mésophile vallicole à Chidlovia sanguinea (FR)"	"Schnell (1952)"	"371"	"www.jstor.org/stable/20034533"	"Schnell-19520101-1022-3711952-01-01"	1	"20200505133130"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1426-44"	"bb-Heterotypic names"
"BS61-20191003-1046-37"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505162321"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Ravine forest of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Ravine forest of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"West African Ravine forest of the Montane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"50"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191003-1046-372019-12-31"	1	"20200505162321"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"BS61-20191003-1046-37"	"aa-Accepted name"
"Aussel-20181211-1511-31132"	20200506	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200506073647"	"Forêt dense guinéenne mi-haute de haute montagne des ravins (FR)"		""	"Forêt dense guinéenne mi-haute de haute montagne des ravins (FR)"	"Forêt dense guinéenne mi-haute de haute montagne des ravins (FR)"	"Aussel (2018)"	"31132"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel-20181211-1511-311322018-12-11"	1	"20200505162321"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"BS61-20191003-1046-37"	"bb-Heterotypic names"
"Schnell-19520101-0058-384"	20200506	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"20200422155340"	"Tropical lower montane humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200506073503"	"Forêt montagnarde à Parinari excelsa des ravins supérieurs (=forêts hautes des thalwegs) (FR)"		""	"Forêt montagnarde à Parinari excelsa des ravins supérieurs (=forêts hautes des thalwegs) (FR)"	"Forêt montagnarde à Parinari excelsa des ravins supérieurs (=forêts hautes des thalwegs) (FR)"	"Schnell (1952)"	"384"	"www.jstor.org/stable/20034533"	"Schnell-19520101-0058-3841952-01-01"	1	"20200505162321"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues montagnardes (FR)"	"BS61-20191003-1046-37"	"bb-Heterotypic names"
"BS61-20191005-1054-56"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505153713"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Ravine forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Ravine forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"West African Ravine forest of the Submontane tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"48"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191005-1054-562019-12-31"	1	"20200505153713"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"BS61-20191005-1054-56"	"aa-Accepted name"
"Aussel-20181211-2246-3133"	20200505	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505154657"	"Forêt galerie marécageuse sur sol hydromorphe de montagne (FR)"		""	"Forêt galerie marécageuse sur sol hydromorphe de montagne (FR)"	"Forêt galerie marécageuse sur sol hydromorphe de montagne (FR)"	"Aussel (2018)"	"3133"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel-20181211-2246-31332018-12-11"	1	"20200505153713"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"BS61-20191005-1054-56"	"bb-Heterotypic names"
"Schnell-19520101-2309-371"	20200505	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"ac3b768f-e0e9-4ca3-ba6a-f4bac91d2b6c"	"Tropical submontane humid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505153951"	"Forêt mésophile à Parinari excelsa, Chidlovia sanguinea et Carapa procera (FR)"		""	"Forêt mésophile à Parinari excelsa, Chidlovia sanguinea et Carapa procera (FR)"	"Forêt mésophile à Parinari excelsa, Chidlovia sanguinea et Carapa procera (FR)"	"Schnell (1952)"	"371"	"www.jstor.org/stable/20034533"	"Schnell-19520101-2309-3711952-01-01"	1	"20200505153713"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales humides saisonnières semi-décidues submontagnardes (FR)"	"BS61-20191005-1054-56"	"bb-Heterotypic names"
"BS61-20191015-1225-82"	20200503	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200503122437"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Ravine forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"West African Ravine forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"West African Ravine forest of the Lowland tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"36"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191015-1225-822019-12-31"	1	"20200503122437"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191015-1225-82"	"aa-Accepted name"
"Schnell-19520101-1113-369"	20200505	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505071317"	"Groupement à Lophira et Chidlovia sanguinea (FR)"		""	"Groupement à Lophira et Chidlovia sanguinea (FR)"	"Groupement à Lophira et Chidlovia sanguinea (FR)"	"Schnell (1952)"	"369"	"www.jstor.org/stable/20034533"	"Schnell-19520101-1113-3691952-01-01"	1	"20200503122437"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191015-1225-82"	"bb-Heterotypic names"
"20200813154812"	20200813	"Hawthorne, William D."	2010-08-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200813150647"	"Valley Bottom (EN)"		"Valley Bottom (EN)"	""	"Valley Bottom (EN)"	"Hawthorne (2010)"	"10, 39"		"202008131548122010-08-01"	1	"20200503122437"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191015-1225-82"	"bb-Heterotypic names"
"Schnell-19520101-2217-366"	20200503	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200503123357"	"Variante vallicole du groupement à Tarrietia utilis et Lophira procera (FR)"		""	"Variante vallicole du groupement à Tarrietia utilis et Lophira procera (FR)"	"Variante vallicole du groupement à Tarrietia utilis et Lophira procera (FR)"	"Schnell (1952)"	"366"	"www.jstor.org/stable/20034533"	"Schnell-19520101-2217-3661952-01-01"	1	"20200503122437"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes de plaine (FR)"	"BS61-20191015-1225-82"	"bb-Heterotypic names"
"BS61-20191008-1304-64f"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"e37c3a64-9cb6-4bb0-aec0-e1125f510c65"	"Tropical lower montane perhumid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505112837"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Ravine forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"West African Ravine forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"West African Ravine forest of the Montane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"41"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191008-1304-64f2019-12-31"	1	"20200505112837"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes montagnardes (FR)"	"BS61-20191008-1304-64f"	"aa-Accepted name"
"BS61-20191008-1307-64c"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"d88800cf-d09e-4404-ace8-ed5ff6d1d433"	"Tropical submontane perhumid"	"110"	"Inland (non-coastal) upland"	"11100"	"Ravine"	"b2af9d95-4f12-40f3-ae6d-a1e193813a1a"	"Ravine forest"	"20200505103853"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Ravine forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"West African Ravine forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"West African Ravine forest of the Submontane tropical perhumid moist evergreen rainforest zone (EN)"	"Senterre et al. (2019)"	"40"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191008-1307-64c2019-12-31"	1	"20200505103853"	"Forêt ouest africaine de ravin de la zone des Forêts tropicales perhumides sempervirentes submontagnardes (FR)"	"BS61-20191008-1307-64c"	"aa-Accepted name"
"BS61-20191004-1553-47b"	20200505	"Senterre, Bruno"	2019-12-31T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10070"	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	"20200505133827"	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Swamp forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"West African Swamp forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"West African Swamp forest of the Lowland tropical humid moist seasonal semi-deciduous rainforest zone (EN)"	"Senterre et al. (2019)"	"44"	"https://doi.org/10.13140/RG.2.2.13242.93129"	"BS61-20191004-1553-47b2019-12-31"	1	"20200505133827"	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1553-47b"	"aa-Accepted name"
"Aussel-20181211-0722-3151"	20200505	"Aussel, Alexia"	2018-12-11T00:00:00Z	"Plantae"	"holobiotype"		"7bed19ab-1acd-489b-96bf-b01843742a45"	"Tropical lowland humid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10070"	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	"20200505135810"	"Forêt marécageuse sur sol hydromorphe (FR)"		""	"Forêt marécageuse sur sol hydromorphe (FR)"	"Forêt marécageuse sur sol hydromorphe (FR)"	"Aussel (2018)"	"3151"	"https://dumas.ccsd.cnrs.fr/dumas-01950965"	"Aussel-20181211-0722-31512018-12-11"	1	"20200505133827"	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1553-47b"	"bb-Heterotypic names"
"Schnell-19520101-1020-363"	20200505	"Schnell, Raymond"	1952-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10070"	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	"20200505074653"	"Forêts marécageuses à Uapaca paludosa et Mitragyna ciliata (FR)"		""	"Forêts marécageuses à Uapaca paludosa et Mitragyna ciliata (FR)"	"Forêts marécageuses à Uapaca paludosa et Mitragyna ciliata (FR)"	"Schnell (1952)"	"363"	"www.jstor.org/stable/20034533"	"Schnell-19520101-1020-3631952-01-01"	1	"20200505133827"	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1553-47b"	"bb-Heterotypic names"
"Astron-20190101-1311-2"	20200505	"Astron"	2019-01-01T00:00:00Z	"Plantae"	"holobiotype"		"2ef17527-cb5a-4fa7-94c1-ff12717e1b6b"	"Tropical lowland perhumid"	"100"	"Inland (non-coastal) wetland (incl. floating vegetation)"	"10070"	"Inland swamp"	"6fa2e18e-a189-4bf3-8a60-8e267636b292"	"Freshwater swamps"	"20200505075640"	"Lowland moist riverine / groundwater forest (EN)"		"Lowland moist riverine / groundwater forest (EN)"	""	"Lowland moist riverine / groundwater forest (EN)"	"Astron (2019)"	"2"		"Astron-20190101-1311-22019-01-01"	1	"20200505133827"	"Forêt ouest africaine marécageuse de la zone des Forêts tropicales humides saisonnières semi-décidues de plaine (FR)"	"BS61-20191004-1553-47b"	"bb-Heterotypic names"
